http://115.124.125.42/Tolls/api/2119/uv,"2017-03-21 05:16:10","{""vechical_make"":""MAR"",""vechical_nickname"":""JARED'S TRUCK"",""owner_name"":""JARED PAVLICEK"",""registration_no"":""123456789"",""user_id"":""285"",""vechical_type_id"":""2"",""use_type"":""1""}","{""Code"":200,""Info"":[{}],""Message"":""file uploaded successfully""}",add
http://115.124.125.42/Tolls/api/2119/uv/u/285VID_123456789,"2017-03-21 19:40:38","{""user_id"":""285"",""vechical_type_id"":""2"",""use_type"":""1"",""vechical_nickname"":""JARED'S TRUCK"",""vechical_make"":""MAR"",""registration_no"":""123456789"",""owner_name"":""JARED PAVLICEK""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv/u/285VID_123456789,"2017-03-21 19:41:51","{""user_id"":""285"",""vechical_type_id"":""2"",""use_type"":""1"",""vechical_nickname"":""JARED'S TRUCK"",""vechical_make"":""MAR"",""registration_no"":""123456789"",""owner_name"":""JARED PAVLICEK""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv/u/285VID_123456789,"2017-03-21 19:41:57","{""vechical_make"":""MAR"",""vechical_nickname"":""JARED'S TRUCK"",""owner_name"":""JARED PAVLICEK"",""user_id"":""285"",""registration_no"":""123456789"",""vechical_type_id"":""2""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv/u/285VID_123456789,"2017-03-21 19:42:00","{""user_id"":""285"",""vechical_type_id"":""2"",""use_type"":""1"",""vechical_nickname"":""JARED'S TRUCK"",""vechical_make"":""MAR"",""registration_no"":""123456789"",""owner_name"":""JARED PAVLICEK""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv/u/285VID_123456789,"2017-03-21 19:42:01","{""user_id"":""285"",""vechical_type_id"":""2"",""use_type"":""1"",""vechical_nickname"":""JARED'S TRUCK"",""vechical_make"":""MAR"",""registration_no"":""123456789"",""owner_name"":""JARED PAVLICEK""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv/u/285VID_123456789,"2017-03-21 19:42:02","{""user_id"":""285"",""vechical_type_id"":""2"",""use_type"":""1"",""vechical_nickname"":""JARED'S TRUCK"",""vechical_make"":""MAR"",""registration_no"":""123456789"",""owner_name"":""JARED PAVLICEK""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv,"2017-03-21 19:42:33","{""vechical_make"":""MAR"",""vechical_nickname"":""CARRIGAN'S CAR"",""owner_name"":""CARRIGAN WHITELEY"",""registration_no"":""123456798"",""user_id"":""285"",""vechical_type_id"":""2"",""use_type"":""2""}","{""Code"":200,""Info"":[{},{}],""Message"":""file uploaded successfully""}",add
http://115.124.125.42/Tolls/api/2119/uv/u/285VID_123456798,"2017-03-21 19:42:35","{""user_id"":""285"",""vechical_type_id"":""2"",""use_type"":""1"",""vechical_nickname"":""CARRIGAN'S CAR"",""vechical_make"":""MAR"",""registration_no"":""123456798"",""owner_name"":""CARRIGAN WHITELEY""}","{""Code"":200,""Info"":[{},{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv/u/285VID_123456789,"2017-03-21 19:42:37","{""user_id"":""285"",""vechical_type_id"":""2"",""use_type"":""1"",""vechical_nickname"":""JARED'S TRUCK"",""vechical_make"":""MAR"",""registration_no"":""123456789"",""owner_name"":""JARED PAVLICEK""}","{""Code"":200,""Info"":[{},{}],""Error"":""You have not uploaded a file""}",delete
