http://115.124.125.42/Tolls/api/2119/uv,"2016-07-25 11:07:37","{""user_id"":""248"",""registration_no"":""TS10RT1234"",""owner_name"":""LAVAN KUMAR"",""vechical_nickname"":""MY CAR"",""vechical_type_id"":""2"",""vechical_make"":""MAR"",""use_type"":""2""}","{""Code"":200,""Info"":[{}],""Message"":""file uploaded successfully""}",add
http://115.124.125.42/Tolls/api/2119/uv/u/248VID_TS10RT1234,"2016-07-27 10:22:43","{""vechical_id"":""248VID_TS10RT1234"",""user_id"":""248"",""vechical_nickname"":""MY CAR"",""registration_no"":""TS10RT1234"",""vechical_type_id"":""2"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv/u/248VID_TS10RT1234,"2016-07-29 10:17:40","{""vechical_id"":""248VID_TS10RT1234"",""user_id"":""248"",""vechical_nickname"":""MY CAR"",""registration_no"":""TS10RT1234"",""vechical_type_id"":""2"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
