http://115.124.125.42/Tolls/api/2119/uv,"2016-03-16 12:04:31","{""user_id"":""188"",""registration_no"":""XHHDXHXHXH"",""owner_name"":""DYHD,XH"",""vechical_nickname"":""FYUFXFU"",""vechical_type_id"":""2"",""timezone"":""Asia\/Calcutta"",""vechical_make"":""MAR"",""use_type"":""2""}","{""Code"":200,""Info"":[{}],""Message"":""file uploaded successfully""}",add
http://115.124.125.42/Tolls/api/2119/uv/u/188VID_XHHDXHXHXH,"2016-03-16 12:04:33","{""vechical_id"":""188VID_XHHDXHXHXH"",""user_id"":""188"",""vechical_nickname"":""FYUFXFU"",""registration_no"":""XHHDXHXHXH"",""vechical_type_id"":""2"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv/u/188VID_XHHDXHXHXH,"2016-03-16 12:04:38","{""vechical_id"":""188VID_XHHDXHXHXH"",""user_id"":""188"",""vechical_nickname"":""FYUFXFU"",""registration_no"":""XHHDXHXHXH"",""vechical_type_id"":""2"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
