http://115.124.125.42/Tolls/api/2119/uv,"2016-03-31 14:32:25","{""user_id"":""200"",""registration_no"":""AP28VK1111"",""owner_name"":""VIJAY"",""vechical_nickname"":""NIKE"",""vechical_type_id"":""2"",""timezone"":""Asia\/Calcutta"",""vechical_make"":""MAR"",""use_type"":""2""}","{""Code"":200,""Info"":[{}],""Message"":""file uploaded successfully""}",add
http://115.124.125.42/Tolls/api/2119/uv/u/200VID_AP28VK1111,"2016-03-31 14:32:28","{""vechical_id"":""200VID_AP28VK1111"",""user_id"":""200"",""vechical_nickname"":""NIKE"",""registration_no"":""AP28VK1111"",""vechical_type_id"":""2"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv/u/200VID_AP28VK1111,"2016-03-31 14:32:36","{""vechical_id"":""200VID_AP28VK1111"",""user_id"":""200"",""vechical_nickname"":""NIKE"",""registration_no"":""AP28VK1111"",""vechical_type_id"":""2"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
