http://115.124.125.42/Tolls/api/2119/uv,"2016-03-31 12:27:52","{""user_id"":""198"",""registration_no"":""BUBBLING"",""owner_name"":""BUMPKIN"",""vechical_nickname"":""NINNA"",""vechical_type_id"":""2"",""timezone"":""Asia\/Calcutta"",""vechical_make"":""MAR"",""use_type"":""2"",""vechical_RC_pic"":""RC_BUBBLING.jpg""}","{""Code"":200,""Info"":[{}],""Message"":""file uploaded successfully""}",add
http://115.124.125.42/Tolls/api/2119/uv/u/198VID_BUBBLING,"2016-03-31 12:27:57","{""vechical_id"":""198VID_BUBBLING"",""user_id"":""198"",""vechical_nickname"":""NINNA"",""registration_no"":""BUBBLING"",""vechical_type_id"":""2"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv/u/198VID_BUBBLING,"2016-03-31 12:28:02","{""vechical_id"":""198VID_BUBBLING"",""user_id"":""198"",""vechical_nickname"":""NINNA"",""registration_no"":""BUBBLING"",""vechical_type_id"":""2"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
